	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	X	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_185	7.61489452232818	-2.89811892981378	0.604328663060092	-4.79560065071017	1.62188107725889e-06	1.02719134893063e-05	ASV_185	k__Bacteria	 Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__S24-7	g__	s__
ASV_38	214.159672375097	-4.02636507687752	0.849740507328669	-4.73834663894654	2.15469005029585e-06	1.35307231124511e-05	ASV_38	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Ruminococcus	s__
ASV_163	9.38533997265976	-3.20520321083986	0.678743032526702	-4.72226315002912	2.33234631764407e-06	1.45232657258341e-05	ASV_163	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Oscillospira	s__
ASV_166	8.83968535295299	-3.55139502220781	0.753935184142081	-4.7104778990372	2.47136599910949e-06	1.52606850445011e-05	ASV_166	k__Bacteria	 Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Coprobacillus	s__
ASV_314	3.55079673910613	-2.3573624482991	0.502599057090045	-4.69034395318565	2.72746171466752e-06	1.67028853766003e-05	ASV_314	k__Bacteria	NA	NA	NA	NA	NA	NA
ASV_297	3.81838998925489	-2.60497807513964	0.558372874920433	-4.66530197318565	3.08164145950781e-06	1.87171829630761e-05	ASV_297	k__Bacteria	 Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__S24-7	g__	s__
ASV_235	5.24089745186057	-2.66165605185181	0.570941903068676	-4.6618684625284	3.1335144950233e-06	1.88775141529452e-05	ASV_235	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Oscillospira	s__
ASV_259	4.57588926135185	-2.33114301964417	0.503761365553907	-4.6274747907295	3.70151271137889e-06	2.21195235413851e-05	ASV_259	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__[Ruminococcus]	s__gnavus
ASV_178	8.23848225066305	2.85784426034858	0.617967605534335	4.62458587594976	3.75347555407848e-06	2.22506030845772e-05	ASV_178	NA	NA	NA	NA	NA	NA	NA
ASV_215	6.1141052354231	2.64468511125284	0.575835291754909	4.59278052095926	4.37378990880063e-06	2.57220501779466e-05	ASV_215	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Oscillospira	s__
ASV_306	3.63957649353161	1.95106365750209	0.427304192646122	4.56598294863418	4.97159180588683e-06	2.90074765997019e-05	ASV_306	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Other	g__	s__
ASV_350	3.12849109207485	-2.50299501061227	0.54973736155557	-4.55307422353402	5.28676098888968e-06	3.06053897872441e-05	ASV_350	k__Bacteria	 Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__S24-7	g__	s__
ASV_344	3.24304804130216	-2.39594215097377	0.527530540972167	-4.54180746873607	5.57739666204181e-06	3.20376040819611e-05	ASV_344	k__Bacteria	NA	NA	NA	NA	NA	NA
ASV_334	3.37426015810925	-2.46179614807424	0.542462707335714	-4.53818504900597	5.6740459800024e-06	3.23420620860137e-05	ASV_334	k__Bacteria	 Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__S24-7	g__	s__
ASV_179	8.19466803645676	-3.79766455361956	0.837332609091752	-4.53543133563	5.74858788310104e-06	3.25168215372357e-05	ASV_179	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Other	g__	s__
ASV_322	3.48961854796058	-2.69847005622984	0.598821429122357	-4.50630175373777	6.59672591006964e-06	3.70316204497091e-05	ASV_322	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	NA	NA
ASV_17	559.641287350115	4.41563122368565	0.986555525063277	4.47580608643637	7.61235534284988e-06	4.24116940530207e-05	ASV_17	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Oscillospira	s__
ASV_341	3.28870963457783	-2.30275374841446	0.515754627949981	-4.4648242083012	8.01345194885035e-06	4.43131932395381e-05	ASV_341	k__Bacteria	 Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__S24-7	g__	s__
ASV_402	2.57007097456708	2.35031320245372	0.526707159978073	4.46227691788272	8.10933341683116e-06	4.45112300879399e-05	ASV_402	k__Bacteria	 Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Clostridium	s__cocleatum
ASV_22	449.334118990367	3.59553770162115	0.807118109344325	4.45478506800205	8.39772804956823e-06	4.57020422386701e-05	ASV_22	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Other	g__	s__
ASV_201	6.63932569585005	-2.68128225932552	0.602200282193774	-4.45247592637751	8.48857597427521e-06	4.57020422386701e-05	ASV_201	k__Bacteria	 Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__
ASV_377	2.77233243777941	2.40715925317547	0.540703590259449	4.45190173791972	8.51131151003573e-06	4.57020422386701e-05	ASV_377	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Oscillospira	s__
ASV_354	3.04232498220738	2.40103143791285	0.539615463166146	4.44952304336316	8.60611963188379e-06	4.58786665268049e-05	ASV_354	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	NA	NA
ASV_103	30.88152601493	2.66147070521203	0.604126004388147	4.40548939439801	1.05545316282434e-05	5.58636281180599e-05	ASV_103	k__Bacteria	 Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Coprobacillus	s__
ASV_385	2.71242292817296	-2.82431739888128	0.641620805234039	-4.4018482191379	1.07332634337411e-05	5.64067248539158e-05	ASV_385	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	NA	NA
ASV_312	3.57516885926008	-2.48325995667623	0.566339684577176	-4.38475357510963	1.1611715059672e-05	6.05935271775842e-05	ASV_312	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	NA	NA
ASV_436	2.3102168216152	-2.31448357267397	0.533958511646081	-4.33457566869551	1.46041548763664e-05	7.56760752684443e-05	ASV_436	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Coprococcus	NA
ASV_376	2.75264519209165	-2.33607420346819	0.539535433598592	-4.32978829191448	1.49252760160158e-05	7.68029828324147e-05	ASV_376	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Other	g__	s__
ASV_282	4.01622278169325	2.23411156149307	0.516796186091679	4.32300319084928	1.53919506617203e-05	7.86581754505844e-05	ASV_282	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	NA	NA
ASV_368	2.79924625798388	-2.2287564425491	0.51621723005563	-4.31747782287103	1.5782226007437e-05	8.01002018596632e-05	ASV_368	k__Bacteria	 Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__S24-7	g__	s__
ASV_451	2.24293027736095	-2.22805441654621	0.52171542038014	-4.27063170745993	1.94920067560981e-05	9.82556258929843e-05	ASV_451	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Oscillospira	s__
ASV_430	2.35406374810482	-2.27794566620067	0.534444513988487	-4.26226784367319	2.02362686628637e-05	0.000101318074859338	ASV_430	k__Bacteria	 Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__S24-7	g__	s__
ASV_83	61.0092357386915	-3.29614117643509	0.776630020042697	-4.24415885475799	2.19414883814594e-05	0.000109118408662157	ASV_83	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Oscillospira	s__
ASV_373	2.7698809905091	2.09475506996624	0.495441426814298	4.22805796325021	2.35717073846091e-05	0.000116444234479969	ASV_373	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	NA	NA	NA
ASV_412	2.48715021765462	-2.22864859292658	0.527472497015567	-4.22514653472219	2.38785348966701e-05	0.000117178770585646	ASV_412	k__Bacteria	 Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__S24-7	g__	s__
ASV_387	2.70797215825997	-2.15725241667414	0.513425544165169	-4.2016850177991	2.64935591293906e-05	0.000129156100755779	ASV_387	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	NA	NA
ASV_361	2.90244298562805	2.16825602288261	0.519351457618086	4.17493008073364	2.98077588950389e-05	0.000144363067589698	ASV_361	NA	NA	NA	NA	NA	NA	NA
ASV_267	4.39327078433469	-2.16054286936664	0.518274123555683	-4.16872610684086	3.06306803247127e-05	0.000147385286497481	ASV_267	k__Bacteria	 Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__S24-7	g__	s__
ASV_427	2.37462922252575	-2.19974628659809	0.529047551566651	-4.15793680565018	3.21134826385538e-05	0.000153523165388183	ASV_427	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Oscillospira	s__
ASV_249	4.90407290087463	-2.71611509329767	0.660307239830263	-4.11341104482797	3.89855309534052e-05	0.000185181272028675	ASV_249	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	NA	NA	NA
ASV_447	2.26654541890776	-2.15055374150596	0.523242211630742	-4.11005399354828	3.9556661329599e-05	0.000186697363345432	ASV_447	k__Bacteria	 Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__S24-7	g__	s__
ASV_319	3.50528591272766	2.24149416701694	0.546517781721701	4.10141122939411	4.10638040157523e-05	0.000191372822488506	ASV_319	k__Bacteria	 Proteobacteria	NA	NA	NA	NA	NA
ASV_441	2.28894201531022	-2.12360341208362	0.51770617871538	-4.10194720363018	4.09687767354898e-05	0.000191372822488506	ASV_441	k__Bacteria	 Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__S24-7	g__	s__
ASV_33	268.571846935219	-3.74067673052823	0.913824388889754	-4.09343061534279	4.25037305226673e-05	0.000196845401983103	ASV_33	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Oscillospira	s__
ASV_324	3.44156892647639	-2.2415311798856	0.551427023199896	-4.06496432996363	4.80398085656972e-05	0.000221102472963861	ASV_324	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	NA	NA	NA
ASV_383	2.72898129444341	-2.73447484002004	0.673154896080724	-4.06217774830256	4.86170352536953e-05	0.000222377920512273	ASV_383	k__Bacteria	NA	NA	NA	NA	NA	NA
ASV_94	44.5728234607825	3.58362037035745	0.885680687980553	4.04617648210044	5.20609898919858e-05	0.000236669898834119	ASV_94	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__[Ruminococcus]	s__gnavus
ASV_389	2.66562162441081	-2.22889453882618	0.551228652347748	-4.04350269045894	5.26585516846318e-05	0.000237926748770196	ASV_389	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__	s__
ASV_85	55.0126727223539	2.97764203879655	0.736802965924719	4.04130028855066	5.31556391245012e-05	0.00023835373114163	ASV_85	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Coprococcus	s__
ASV_332	3.37964458033578	-1.93074449219938	0.477878586359934	-4.0402406538157	5.3396382414994e-05	0.00023835373114163	ASV_332	k__Bacteria	 Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__S24-7	g__	s__
ASV_21	468.99368145977	2.58040341110607	0.645311917708323	3.99869170287414	6.36935808432405e-05	0.0002826164275739	ASV_21	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__[Ruminococcus]	s__gnavus
ASV_75	70.8698493894421	-1.95526541802583	0.492041538341913	-3.97378120679547	7.0740549751916e-05	0.000312016353370058	ASV_75	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__[Ruminococcus]	s__gnavus
ASV_375	2.76896902591977	1.85011332958817	0.466904927411914	3.96250547160313	7.41673068185517e-05	0.000325195114512111	ASV_375	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	NA	NA
ASV_18	535.837196259273	2.67737506097191	0.685910227971818	3.90338990699803	9.48547074272562e-05	0.000413454930609393	ASV_18	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Ruminococcus	s__
ASV_355	3.0152989061005	-1.90535336244566	0.488924917784301	-3.89702650272009	9.73809659955704e-05	0.000421984185980805	ASV_355	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Oscillospira	s__
ASV_515	1.87425497531214	2.04955059362423	0.526689382030206	3.89138392295649	9.96740713833266e-05	0.000429409807529332	ASV_515	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	NA	NA
ASV_435	2.32356064985073	1.99811961919202	0.514998859852362	3.87985251028485	0.000104519823268095	0.000447683173651203	ASV_435	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__	s__
ASV_260	4.57642620048606	-2.25378505504088	0.582084707703931	-3.87191937051752	0.000107981675171131	0.000459852995987403	ASV_260	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	NA	NA
ASV_379	2.74677715168771	2.05724916379718	0.535770824299017	3.83979319233892	0.00012313799461451	0.000521401451482011	ASV_379	NA	NA	NA	NA	NA	NA	NA
ASV_359	2.92189934311698	1.9733615303372	0.514648535041272	3.83438676295648	0.00012587794486417	0.000529974756501987	ASV_359	k__Bacteria	 Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__mitochondria	NA	NA
ASV_176	8.35063836779571	-2.75256927307109	0.719868992936405	-3.82370861931854	0.000131459261595657	0.000550346400239445	ASV_176	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Butyricicoccus	s__pullicaecorum
ASV_434	2.33156948981674	-1.90901068758271	0.504983775670669	-3.78034063579043	0.000156613939344122	0.000651971511539293	ASV_434	k__Bacteria	 Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__S24-7	g__	s__
ASV_24	384.086975395616	1.52970128570211	0.405142023839286	3.775716158018	0.000159548594405938	0.000660477700864807	ASV_24	k__Bacteria	 Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Clostridium	s__cocleatum
ASV_195	7.18652599662713	1.74035488554368	0.467474547011612	3.72288693934057	0.000196957733172939	0.000810809334895265	ASV_195	k__Bacteria	 Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Clostridium	s__cocleatum
ASV_244	4.99939952816987	1.51451802969114	0.408296045613554	3.70936247353374	0.000207781782623898	0.00085064254654314	ASV_244	k__Bacteria	 Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Clostridium	s__cocleatum
ASV_42	201.09211139857	1.54359414494922	0.416830419683162	3.70317057503272	0.000212921613842659	0.000862158010149784	ASV_42	k__Bacteria	 Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Clostridium	s__cocleatum
ASV_248	4.91247433483442	-2.07999249588735	0.561615695672919	-3.70358683333295	0.000212572372542962	0.000862158010149784	ASV_248	k__Bacteria	 Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__S24-7	g__	s__
ASV_5	2886.30683525229	-3.13572691431836	0.854181189966206	-3.67103250592819	0.000241572611255294	0.000967596242919853	ASV_5	k__Bacteria	 Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__S24-7	g__	s__
ASV_471	2.10924832232268	-2.30163587041765	0.626805010646578	-3.67201255785017	0.0002406478541385	0.000967596242919853	ASV_471	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Other	g__	s__
ASV_236	5.24648545615516	1.46541250280444	0.401889102799804	3.64631061801747	0.00026603237597233	0.00105983865911557	ASV_236	k__Bacteria	 Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Clostridium	s__cocleatum
ASV_99	38.5447615152052	-1.52556798471237	0.419091910868374	-3.64017521013787	0.000272452582399063	0.0010796115698273	ASV_99	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	NA	NA	NA
ASV_271	4.28798786100524	-1.97892517360238	0.544729781302439	-3.63285658601372	0.000280300824875343	0.00110480271932249	ASV_271	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__	s__
ASV_397	2.59904071721608	-1.91880310295162	0.529448995228266	-3.62415099517632	0.000289912205796607	0.00113422302239111	ASV_397	k__Bacteria	NA	NA	NA	NA	NA	NA
ASV_423	2.41375673909803	1.85991548353881	0.513315610084335	3.62333707956638	0.000290826415997722	0.00113422302239111	ASV_423	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	NA	NA
ASV_432	2.34637498318376	1.93498185046411	0.535207292879055	3.6153876754093	0.000299898488624519	0.00116348052393073	ASV_432	k__Bacteria	 Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Clostridium	s__cocleatum
ASV_124	18.4583797168858	-2.60037493759464	0.724173270769501	-3.59081872054116	0.000329640857559668	0.00126771167896782	ASV_124	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	NA	NA
ASV_518	1.86741413665215	-1.88776795209061	0.525783901799433	-3.590387506407	0.000330186712605653	0.00126771167896782	ASV_518	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__	s__
ASV_123	18.6629697370846	-2.86105282761313	0.798617903927497	-3.58250524254822	0.000340314784776206	0.00129571467285366	ASV_123	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	NA	NA
ASV_450	2.24573219585368	-1.82497902383045	0.50948645681805	-3.58199712555301	0.000340977545487806	0.00129571467285366	ASV_450	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__	s__
ASV_16	612.126564824679	1.40957398410599	0.394547912975858	3.57263069388543	0.000353413002684839	0.00133611752545646	ASV_16	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Other	g__	s__
ASV_289	3.88406445438791	1.43061851592207	0.400932480411706	3.56822803294212	0.000359403650842394	0.00135186855469144	ASV_289	k__Bacteria	 Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Clostridium	s__cocleatum
ASV_152	11.9359404089049	1.43317392429346	0.401924773098161	3.56577653386754	0.000362780401562563	0.00135767816948414	ASV_152	k__Bacteria	 Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Clostridium	s__saccharogumia
ASV_269	4.3497767771815	1.59731675498516	0.449947990519325	3.55000308622683	0.000385226635131015	0.0014344368674979	ASV_269	k__Bacteria	 Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Clostridium	s__cocleatum
ASV_384	2.72402723041313	1.82758046173491	0.515404680347901	3.54591359259928	0.000391254476514016	0.00144959783548443	ASV_384	k__Bacteria	NA	NA	NA	NA	NA	NA
ASV_270	4.31530540920014	1.79148249046941	0.508733391291494	3.52145646646364	0.000429183130803306	0.00158157328770558	ASV_270	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Lachnospira	s__
ASV_407	2.53179366263602	-1.91887506189133	0.545096619766148	-3.52024758971088	0.000431144135110023	0.00158157328770558	ASV_407	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Anaerotruncus	s__
ASV_299	3.77896845648133	-2.20314851944243	0.62806461805709	-3.50783734046003	0.000451765181247814	0.00164905418376665	ASV_299	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Oscillospira	s__
ASV_15	660.490097765988	-2.99494993123129	0.854704986726625	-3.50407447919713	0.000458197189464739	0.00166433390879104	ASV_15	k__Bacteria	 Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__S24-7	g__	s__
ASV_381	2.73388797563255	-1.8543750375753	0.531143641750636	-3.49128727487601	0.000480699088567134	0.00173755133964998	ASV_381	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Oscillospira	s__
ASV_369	2.79605150079028	-2.32625322341333	0.668225948044836	-3.48123749192877	0.000499102741956205	0.00179531617373567	ASV_369	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__	s__
ASV_286	3.91114325207659	-1.85587295393923	0.534112095826942	-3.47468811966497	0.000511447608673989	0.00183083419336921	ASV_286	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	NA	NA
ASV_6	1403.90676956522	-2.04008915094645	0.592185515734529	-3.44501696975142	0.000571023541279995	0.00203427136580998	ASV_6	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	NA	NA
ASV_232	5.31093744512213	1.68994112740849	0.49179068533607	3.43630161733066	0.000589714055924872	0.00209080438009727	ASV_232	k__Bacteria	 Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Clostridium	s__cocleatum
ASV_107	27.5805957078335	-1.27912857324801	0.372519709139542	-3.43372053039176	0.000595357683182837	0.00210076211065944	ASV_107	k__Bacteria	 Actinobacteria	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Adlercreutzia	s__
ASV_148	12.4504205453893	-3.37423899888192	0.986909792936628	-3.41899434277737	0.000628530331993812	0.00220730320382661	ASV_148	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	NA	NA
ASV_371	2.77052164387745	1.5923453257995	0.470423744698176	3.38491698972624	0.000711997828800184	0.00248863392047612	ASV_371	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__[Ruminococcus]	s__gnavus
ASV_392	2.64283604192233	-1.96775749288502	0.581692841009704	-3.38281194843206	0.000717477425851288	0.00249601301669392	ASV_392	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	NA	NA
ASV_191	7.35564875481934	-1.92998202631162	0.574468846768968	-3.35959388775663	0.00078057123287498	0.00270281908205776	ASV_191	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__	s__
ASV_535	1.80175516009591	-1.92006563238431	0.572149185118271	-3.35588284022008	0.00079112075489988	0.00272660688084098	ASV_535	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Christensenellaceae	g__	s__
ASV_268	4.35695049380427	-1.97936624750367	0.591502503099371	-3.34633621520134	0.00081887039666358	0.00280918038855422	ASV_268	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	NA	NA	NA
ASV_156	9.99685688792571	1.45017777607518	0.439617771621686	3.29872418652614	0.000971252902518483	0.00331658249201012	ASV_156	k__Bacteria	 Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Clostridium	s__saccharogumia
ASV_347	3.21637517881552	2.21524571487135	0.672213170498608	3.29545122305207	0.000982637604255266	0.00334006635207868	ASV_347	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__	s__
ASV_144	13.4705561906178	-3.22566777231907	0.979862726172898	-3.29195884909076	0.000994921685569399	0.00335565269918989	ASV_144	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	NA	NA
ASV_203	6.57827232198965	-2.05141061789504	0.623230690937109	-3.29157509045402	0.000996280153605637	0.00335565269918989	ASV_203	k__Bacteria	 Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__S24-7	g__	s__
ASV_486	2.05493742369215	1.76355121835494	0.538035912374296	3.27775744665922	0.0010463526489671	0.00350835888183085	ASV_486	NA	NA	NA	NA	NA	NA	NA
ASV_445	2.26976363982779	-1.71770286934662	0.524904907293596	-3.27240771705313	0.00106635677560787	0.00355932599425869	ASV_445	k__Bacteria	 Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__S24-7	g__	s__
ASV_480	2.08562667100802	-1.94764296994888	0.595872978557738	-3.26855393688599	0.00108098571964925	0.00359197496977621	ASV_480	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Other	g__	s__
ASV_509	1.88987047510378	-1.7176025100247	0.527463404304733	-3.25634441367307	0.00112856763467498	0.00373334204149177	ASV_509	k__Bacteria	NA	NA	NA	NA	NA	NA
ASV_358	2.9768800502836	-1.75374551439117	0.542054469740785	-3.23536768404442	0.00121486177611601	0.00400094478267538	ASV_358	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Other	g__	s__
ASV_61	109.930812555532	-2.01591895695297	0.630563770762673	-3.19701043800011	0.00138859901615856	0.00455288438483845	ASV_61	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__[Mogibacteriaceae]	g__	s__
ASV_372	2.7733917250996	1.72975045371318	0.541287978636346	3.19561956293745	0.00139530957994088	0.00455473303408013	ASV_372	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Other	g__	s__
ASV_495	2.00128036995309	-1.68123011773587	0.529438866616777	-3.17549432756849	0.00149581446052788	0.00486139699671563	ASV_495	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Other	g__	s__
ASV_311	1.82280026875691	-1.8873846330644	0.597486774335498	-3.15887265481898	0.0015838067932754	0.00512489447081692	ASV_311	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__	s__
ASV_429	2.35887664346355	-1.6815047397312	0.532806092298166	-3.15594127777017	0.00159981065510437	0.00515417258883625	ASV_429	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	NA	NA
ASV_84	58.5486999230475	-2.83578808154013	0.903113285140992	-3.14001369285296	0.00168939938099122	0.00541924217019262	ASV_84	k__Bacteria	 Actinobacteria	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__	s__
ASV_395	2.62373848557711	-1.69579963593167	0.541382840738411	-3.1323483278833	0.00173414001018614	0.00553878339460316	ASV_395	k__Bacteria	 Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__S24-7	g__	s__
ASV_399	2.59036348688357	1.55825805717699	0.497732145633481	3.13071613084934	0.00174380630267915	0.005545753091353	ASV_399	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	NA	NA
ASV_431	2.33382977454189	-1.64365277776752	0.530578297467091	-3.09785150582693	0.0019492907501029	0.00617275404199252	ASV_431	k__Bacteria	NA	NA	NA	NA	NA	NA
ASV_72	74.647499809711	-2.51798681463464	0.814120747738075	-3.09289109954577	0.00198216858180915	0.00625015710264078	ASV_72	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	NA	NA
